species,speccode,class,order,family,acc_name,match_type,confidence,gbif_key,synonym_of
Pseudomystus nuchalis,71349,Teleostei,Siluriformes,Bagridae,"Pseudomystus Jayaram, 1968",HIGHERRANK,94,2338279,
Pseudomystus robustus,23067,Teleostei,Siluriformes,Bagridae,"Pseudomystus robustus (Inger & Chin, 1959)",EXACT,99,2338288,
Pseudomystus stenomus,23071,Teleostei,Siluriformes,Bagridae,"Pseudomystus stenomus (Valenciennes, 1840)",EXACT,99,2338299,
Pseudomystus tuberosus,70969,Teleostei,Siluriformes,Bagridae,"Pseudomystus Jayaram, 1968",HIGHERRANK,94,2338279,
Abalistes stellatus,9,Teleostei,Tetraodontiformes,Balistidae,"Abalistes stellatus (Anonymous, 1798)",EXACT,99,2407216,
Balistapus undulatus,6025,Teleostei,Tetraodontiformes,Balistidae,"Balistapus undulatus (Park, 1797)",EXACT,99,2407167,
Melichthys vidua,5838,Teleostei,Tetraodontiformes,Balistidae,"Melichthys vidua (Richardson, 1845)",EXACT,99,2407158,
Odonus niger,1311,Teleostei,Tetraodontiformes,Balistidae,"Odonus niger (Rüppell, 1836)",EXACT,99,2407210,
Pseudobalistes flavimarginatus,6027,Teleostei,Tetraodontiformes,Balistidae,"Pseudobalistes flavimarginatus (Rüppell, 1829)",EXACT,99,2407181,
Rhinecanthus verrucosus,6028,Teleostei,Tetraodontiformes,Balistidae,"Rhinecanthus verrucosus (Linnaeus, 1758)",EXACT,99,2407225,
Sufflamen fraenatum,1312,Teleostei,Tetraodontiformes,Balistidae,"Sufflamen fraenatum (Latreille, 1804)",EXACT,99,2407185,
Balitoropsis ophiolepis,22876,Teleostei,Cypriniformes,Balitoridae,"Balitoropsis ophiolepis (Bleeker, 1853)",EXACT,99,8475146,
Balitoropsis zollingeri,22967,Teleostei,Cypriniformes,Balitoridae,"Balitoropsis zollingeri (Bleeker, 1853)",EXACT,99,8597456,
Homaloptera ogilviei,22875,Teleostei,Cypriniformes,Balitoridae,"Homaloptera ogilviei Alfred, 1967",EXACT,99,2358575,
Homaloptera orthogoniata,22877,Teleostei,Cypriniformes,Balitoridae,"Homaloptera orthogoniata Vaillant, 1902",EXACT,99,2358578,
Homaloptera parclitella,62218,Teleostei,Cypriniformes,Balitoridae,"Homaloptera parclitella Tan & Ng, 2005",EXACT,99,2358607,
Homalopteroides avii,67732,Teleostei,Cypriniformes,Balitoridae,"Homalopteroides avii Randall & Page, 2014",EXACT,99,7977910,
Homalopteroides nebulosus,22865,Teleostei,Cypriniformes,Balitoridae,"Homalopteroides nebulosus (Alfred, 1969)",EXACT,99,9267509,
Homalopteroides smithi,26829,Teleostei,Cypriniformes,Balitoridae,"Homalopteroides smithi (Hora, 1932)",EXACT,99,9455883,
Homalopteroides stephensoni,22881,Teleostei,Cypriniformes,Balitoridae,"Homalopteroides stephensoni (Hora, 1932)",EXACT,99,9485338,
Homalopteroides tweediei,22963,Teleostei,Cypriniformes,Balitoridae,"Homalopteroides tweediei (Herre, 1940)",EXACT,99,9384014,
Homalopteroides wassinkii,22965,Teleostei,Cypriniformes,Balitoridae,"Homalopteroides wassinkii (Bleeker, 1853)",EXACT,99,9295537,
Neohomaloptera johorensis,22988,Teleostei,Cypriniformes,Balitoridae,"Neohomaloptera johorensis (Herre, 1944)",EXACT,99,2358750,
Pseudohomaloptera leonardi,26825,Teleostei,Cypriniformes,Balitoridae,"Pseudohomaloptera leonardi (Hora, 1941)",EXACT,99,9308187,
Pseudohomaloptera tatereganii,22883,Teleostei,Cypriniformes,Balitoridae,"Pseudohomaloptera tatereganii (Popta, 1905)",EXACT,99,2358611,
Barbucca diabolica,22696,Teleostei,Cypriniformes,Barbuccidae,"Barbucca diabolica Roberts, 1989",EXACT,99,2358756,
Bathygadus spongiceps,47157,Teleostei,Gadiformes,Bathygadidae,"Bathygadus spongiceps Gilbert & Hubbs, 1920",EXACT,99,2416427,
Gadomus filamentosus,58887,Teleostei,Gadiformes,Bathygadidae,"Gadomus filamentosus (Smith & Radcliffe, 1912)",EXACT,99,2416775,
Allenbatrachus grunniens,6391,Teleostei,Batrachoidiformes,Batrachoididae,"Allenbatrachus grunniens (Linnaeus, 1758)",EXACT,99,2350757,
Allenbatrachus reticulatus,50449,Teleostei,Batrachoidiformes,Batrachoididae,"Allenbatrachus reticulatus (Steindachner, 1870)",EXACT,99,2350755,
Batrachomoeus trispinosus,10747,Teleostei,Batrachoidiformes,Batrachoididae,"Batrachomoeus trispinosus (Günther, 1861)",EXACT,99,2350792,
Ablennes hians,972,Teleostei,Beloniformes,Belonidae,"Ablennes hians (Valenciennes, 1846)",EXACT,99,2369165,
Strongylura strongylura,1316,Teleostei,Beloniformes,Belonidae,"Strongylura strongylura (van Hasselt, 1823)",EXACT,99,5208030,
Tylosurus crocodilus,977,Teleostei,Beloniformes,Belonidae,"Tylosurus crocodilus (Péron & Lesueur, 1821)",EXACT,99,4286150,
Xenentodon cancila,10124,Teleostei,Beloniformes,Belonidae,"Xenentodon cancila (Hamilton, 1822)",EXACT,99,2369064,
Atrosalarias holomelas,7559,Teleostei,Blenniiformes,Blenniidae,"Atrosalarias holomelas (Günther, 1872)",EXACT,99,5961991,
Blenniella bilitonensis,7569,Teleostei,Blenniiformes,Blenniidae,"Blenniella bilitonensis (Bleeker, 1858)",EXACT,99,2395961,
Cirripectes filamentosus,4389,Teleostei,Blenniiformes,Blenniidae,"Cirripectes filamentosus (Alleyne & Macleay, 1877)",EXACT,99,2395821,
Ecsenius bathi,12692,Teleostei,Blenniiformes,Blenniidae,"Ecsenius bathi Springer, 1988",EXACT,99,2396038,
Ecsenius bimaculatus,7668,Teleostei,Blenniiformes,Blenniidae,"Ecsenius bimaculatus Springer, 1971",EXACT,99,2396037,
Ecsenius lineatus,7567,Teleostei,Blenniiformes,Blenniidae,"Ecsenius lineatus Klausewitz, 1962",EXACT,99,2396063,
Ecsenius lividanalis,7661,Teleostei,Blenniiformes,Blenniidae,"Ecsenius lividanalis Chapman & Schultz, 1952",EXACT,99,2396026,
Ecsenius melarchus,7662,Teleostei,Blenniiformes,Blenniidae,"Ecsenius melarchus McKinney & Springer, 1976",EXACT,99,2396083,
Ecsenius paroculus,14661,Teleostei,Blenniiformes,Blenniidae,"Ecsenius paroculus Springer, 1988",EXACT,99,2396076,
Ecsenius schroederi,13048,Teleostei,Blenniiformes,Blenniidae,"Ecsenius schroederi McKinney & Springer, 1976",EXACT,99,2396081,
Ecsenius tricolor,59858,Teleostei,Blenniiformes,Blenniidae,"Ecsenius tricolor Springer & Allen, 2001",EXACT,99,2396082,
Ecsenius yaeyamaensis,6036,Teleostei,Blenniiformes,Blenniidae,"Ecsenius yaeyamaensis (Aoyagi, 1954)",EXACT,99,2396022,
Entomacrodus decussatus,6039,Teleostei,Blenniiformes,Blenniidae,"Entomacrodus decussatus (Bleeker, 1858)",EXACT,99,2395664,
Istiblennius edentulus,6049,Teleostei,Blenniiformes,Blenniidae,"Istiblennius edentulus (Forster & Schneider, 1801)",EXACT,99,2395208,
Meiacanthus abditus,46573,Teleostei,Blenniiformes,Blenniidae,"Meiacanthus abditus Smith-Vaniz, 1987",EXACT,99,2395899,
Meiacanthus ditrema,6068,Teleostei,Blenniiformes,Blenniidae,"Meiacanthus ditrema Smith-Vaniz, 1976",EXACT,99,2395894,
Meiacanthus geminatus,46628,Teleostei,Blenniiformes,Blenniidae,"Meiacanthus geminatus Smith-Vaniz, 1976",EXACT,99,2395873,
Omobranchus zebra,25046,Teleostei,Blenniiformes,Blenniidae,"Omobranchus zebra (Bleeker, 1868)",EXACT,99,2396159,
Paralticus amboinensis,6054,Teleostei,Blenniiformes,Blenniidae,"Paralticus amboinensis (Bleeker, 1857)",EXACT,99,2395677,
Petroscirtes breviceps,6073,Teleostei,Blenniiformes,Blenniidae,"Petroscirtes breviceps (Valenciennes, 1836)",EXACT,99,2395408,
Rhabdoblennius nitidus,13762,Teleostei,Blenniiformes,Blenniidae,"Rhabdoblennius nitidus (Günther, 1861)",EXACT,99,2395573,
Salarias ceramensis,7749,Teleostei,Blenniiformes,Blenniidae,"Salarias ceramensis Bleeker, 1853",EXACT,99,2396093,
Salarias guttatus,11616,Teleostei,Blenniiformes,Blenniidae,"Salarias guttatus Valenciennes, 1836",EXACT,99,2396104,
Salarias obscurus,59843,Teleostei,Blenniiformes,Blenniidae,"Salarias obscurus Bath, 1992",EXACT,99,2396101,
Salarias ramosus,59272,Teleostei,Blenniiformes,Blenniidae,"Salarias ramosus Bath, 1992",EXACT,99,2396100,
Salarias segmentatus,22515,Teleostei,Blenniiformes,Blenniidae,"Salarias segmentatus Bath & Randall, 1991",EXACT,99,2396102,
Xiphasia setifer,7563,Teleostei,Blenniiformes,Blenniidae,"Xiphasia setifer Swainson, 1839",EXACT,99,2395302,
Arnoglossus macrolophus,13064,Teleostei,Pleuronectiformes,Bothidae,"Arnoglossus macrolophus Alcock, 1889",EXACT,99,2408529,
Asterorhombus intermedius,8123,Teleostei,Pleuronectiformes,Bothidae,"Asterorhombus intermedius (Bleeker, 1865)",EXACT,99,2408584,
Engyprosopon grandisquama,1324,Teleostei,Pleuronectiformes,Bothidae,"Engyprosopon grandisquama (Temminck & Schlegel, 1846)",EXACT,99,2408448,
Engyprosopon mogkii,15583,Teleostei,Pleuronectiformes,Bothidae,"Engyprosopon mogkii (Bleeker, 1854)",EXACT,99,2408406,
Grammatobothus polyophthalmus,6638,Teleostei,Pleuronectiformes,Bothidae,"Grammatobothus polyophthalmus (Bleeker, 1865)",EXACT,99,2408337,
Psettina brevirictis,8901,Teleostei,Pleuronectiformes,Bothidae,"Psettina brevirictis (Alcock, 1890)",EXACT,99,2408693,
Psettina gigantea,8282,Teleostei,Pleuronectiformes,Bothidae,"Psettina gigantea Amaoka, 1963",EXACT,99,2408706,
Syncrossus hymenophysa,10892,Teleostei,Cypriniformes,Botiidae,"Syncrossus hymenophysa (Bleeker, 1852)",EXACT,99,2368162,
Syncrossus reversus,23018,Teleostei,Cypriniformes,Botiidae,"Syncrossus reversa (Roberts, 1989)",FUZZY,96,2368151,
Bregmaceros mcclellandi,8421,Teleostei,Gadiformes,Bregmacerotidae,"Bregmaceros mcclellandi Thompson, 1840",EXACT,99,2417311,
Bostrychus scalaris,66023,Teleostei,Gobiiformes,Butidae,"Bostrychus scalaris Larson, 2008",EXACT,99,5962063,
Butis butis,8035,Teleostei,Gobiiformes,Butidae,"Butis butis (Hamilton, 1822)",EXACT,99,2386080,
Butis gymnopomus,8410,Teleostei,Gobiiformes,Butidae,"Butis gymnopomus (Bleeker, 1853)",EXACT,99,2386065,
Odonteleotris macrodon,25055,Teleostei,Gobiiformes,Butidae,"Odonteleotris macrodon (Bleeker, 1853)",EXACT,99,2386360,
Ophiocara cantoris,71059,Teleostei,Gobiiformes,Butidae,"Ophiocara Gill, 1863",HIGHERRANK,94,2386200,
Ophiocara ophicephalus,71056,Teleostei,Gobiiformes,Butidae,"Ophiocara ophicephalus Valenciennes, 1837",EXACT,98,10913313,2386201
Ophiocara porocephalum,10023,Teleostei,Gobiiformes,Butidae,"Ophiocara porocephala (Valenciennes, 1837)",FUZZY,95,2386201,
Oxyeleotris marmorata,5376,Teleostei,Gobiiformes,Butidae,"Oxyeleotris marmorata (Bleeker, 1852)",EXACT,99,2386241,
Oxyeleotris urophthalmoides,25056,Teleostei,Gobiiformes,Butidae,"Oxyeleotris urophthalmoides (Bleeker, 1853)",EXACT,99,2386260,
Oxyeleotris urophthalmus,25057,Teleostei,Gobiiformes,Butidae,"Oxyeleotris urophthalmus (Bleeker, 1851)",EXACT,99,2386253,
Pogoneleotris heterolepis,59260,Teleostei,Gobiiformes,Butidae,"Pogoneleotris heterolepis (Günther, 1869)",EXACT,99,2386223,
Callionymus enneactis,17468,Teleostei,Callionymiformes,Callionymidae,"Callionymus enneactis Bleeker, 1879",EXACT,99,2386924,
Callionymus filamentosus,225,Teleostei,Callionymiformes,Callionymidae,"Callionymus filamentosus Valenciennes, 1837",EXACT,99,2386919,
Callionymus hindsii,46386,Teleostei,Callionymiformes,Callionymidae,"Callionymus hindsii Richardson, 1844",EXACT,99,2386780,
Callionymus meridionalis,10610,Teleostei,Callionymiformes,Callionymidae,"Callionymus meridionalis Suwardji, 1965",EXACT,99,2386892,
Callionymus sagitta,26827,Teleostei,Callionymiformes,Callionymidae,"Callionymus sagitta Pallas, 1770",EXACT,99,2386852,
Callionymus schaapii,59285,Teleostei,Callionymiformes,Callionymidae,"Callionymus schaapii Bleeker, 1852",EXACT,99,2386784,
Dactylopus dactylopus,8240,Teleostei,Callionymiformes,Callionymidae,"Dactylopus dactylopus (Valenciennes, 1837)",EXACT,99,5209942,
Dactylopus kuiteri,60086,Teleostei,Callionymiformes,Callionymidae,"Dactylopus kuiteri (Fricke, 1992)",EXACT,99,5209963,
Eleutherochir opercularis,25050,Teleostei,Callionymiformes,Callionymidae,"Eleutherochir opercularis (Valenciennes, 1837)",EXACT,99,2386749,
Repomucenus huguenini,8286,Teleostei,Callionymiformes,Callionymidae,"Repomucenus huguenini (Bleeker, 1858)",EXACT,99,2386713,
Synchiropus altivelis,10608,Teleostei,Callionymiformes,Callionymidae,"Synchiropus altivelis (Temminck & Schlegel, 1845)",EXACT,97,7887809,
Synchiropus circularis,17472,Teleostei,Callionymiformes,Callionymidae,"Synchiropus circularis Fricke, 1984",EXACT,99,2386633,
Synchiropus delandi,59287,Teleostei,Callionymiformes,Callionymidae,"Synchiropus delandi Fowler, 1943",EXACT,99,2386698,
Synchiropus picturatus,12740,Teleostei,Callionymiformes,Callionymidae,"Synchiropus picturatus (Peters, 1877)",EXACT,99,2386693,
Synchiropus splendidus,12644,Teleostei,Callionymiformes,Callionymidae,"Synchiropus splendidus (Herre, 1927)",EXACT,99,2386640,
Alectis ciliaris,988,Teleostei,Carangiformes,Carangidae,"Alectis ciliaris (Bloch, 1787)",EXACT,99,2390537,
Alepes djedaba,1889,Teleostei,Carangiformes,Carangidae,"Alepes djedaba (Forsskål, 1775)",EXACT,99,2390581,
Alepes melanoptera,1890,Teleostei,Carangiformes,Carangidae,"Alepes melanoptera (Swainson, 1839)",EXACT,99,2390604,
Alepes vari,1891,Teleostei,Carangiformes,Carangidae,"Alepes vari (Cuvier, 1833)",EXACT,99,2390613,
Atropus armatus,1916,Teleostei,Carangiformes,Carangidae,Atropus armatus,EXACT,99,12265146,
Atropus atropos,1929,Teleostei,Carangiformes,Carangidae,"Atropus atropos (Bloch & Schneider, 1801)",EXACT,99,2391102,
Atropus hedlandensis,1907,Teleostei,Carangiformes,Carangidae,Atropus hedlandensis,EXACT,99,12219785,
Atropus mentalis,1930,Teleostei,Carangiformes,Carangidae,Atropus mentalis,EXACT,99,12174175,
Atule mate,1893,Teleostei,Carangiformes,Carangidae,"Atule mate (Cuvier, 1833)",EXACT,99,2390522,
Carangichthys dinema,1925,Teleostei,Carangiformes,Carangidae,"Carangichthys dinema (Bleeker, 1851)",EXACT,98,2390913,5210534
Carangichthys oblongus,1908,Teleostei,Carangiformes,Carangidae,"Carangichthys oblongus (Cuvier, 1833)",EXACT,98,2390946,5210545
Carangoides praeustus,1911,Teleostei,Carangiformes,Carangidae,Carangoides praeustus,EXACT,99,5210533,
Caranx heberi,1898,Teleostei,Carangiformes,Carangidae,"Caranx heberi (Bennett, 1830)",EXACT,99,2390842,
Caranx ignobilis,1895,Teleostei,Carangiformes,Carangidae,"Caranx ignobilis (Forsskål, 1775)",EXACT,99,2390805,
Caranx melampygus,1906,Teleostei,Carangiformes,Carangidae,"Caranx melampygus Cuvier, 1833",EXACT,99,2390750,
Caranx sexfasciatus,1917,Teleostei,Carangiformes,Carangidae,"Caranx sexfasciatus Quoy & Gaimard, 1825",EXACT,99,2390776,
Craterognathus plagiotaenia,1910,Teleostei,Carangiformes,Carangidae,Craterognathus plagiotaenia,EXACT,99,12187550,
Decapterus kurroides,1940,Teleostei,Carangiformes,Carangidae,"Decapterus kurroides Bleeker, 1855",EXACT,99,2391049,
Decapterus macarellus,993,Teleostei,Carangiformes,Carangidae,"Decapterus macarellus (Cuvier, 1833)",EXACT,99,2391064,
Decapterus macrosoma,1938,Teleostei,Carangiformes,Carangidae,"Decapterus macrosoma Bleeker, 1851",EXACT,99,2391067,
Decapterus maruadsi,1939,Teleostei,Carangiformes,Carangidae,"Decapterus maruadsi (Temminck & Schlegel, 1843)",EXACT,99,2391036,
Decapterus russelli,374,Teleostei,Carangiformes,Carangidae,"Decapterus russelli (Rüppell, 1830)",EXACT,99,2391050,
Decapterus tabl,995,Teleostei,Carangiformes,Carangidae,"Decapterus tabl Berry, 1968",EXACT,99,2391055,
Elagatis bipinnulata,412,Teleostei,Carangiformes,Carangidae,"Elagatis bipinnulata (Quoy & Gaimard, 1825)",EXACT,99,5210446,
Ferdauia ferdau,1921,Teleostei,Carangiformes,Carangidae,Ferdauia ferdau,EXACT,97,12340215,
Ferdauia orthogrammus,1909,Teleostei,Carangiformes,Carangidae,"Ferdauia orthogrammus (Jordan & Gilbert, 1882)",EXACT,98,12036497,5210572
Flavocaranx bajad,1923,Teleostei,Carangiformes,Carangidae,Flavocaranx bajad,EXACT,99,12258515,
Gnathanodon speciosus,4464,Teleostei,Carangiformes,Carangidae,"Gnathanodon speciosus (Forsskål, 1775)",EXACT,99,2391331,
Kaiwarinus equula,1920,Teleostei,Carangiformes,Carangidae,"Kaiwarinus equula (Temminck & Schlegel, 1844)",EXACT,98,2390928,5210540
Megalaspis cordyla,384,Teleostei,Carangiformes,Carangidae,"Megalaspis cordyla (Linnaeus, 1758)",EXACT,99,5210642,
Naucrates ductor,998,Teleostei,Carangiformes,Carangidae,"Naucrates ductor (Linnaeus, 1758)",EXACT,99,2391379,
Parastromateus niger,1947,Teleostei,Carangiformes,Carangidae,"Parastromateus niger (Bloch, 1795)",EXACT,99,2391217,
Platycaranx chrysophrys,4441,Teleostei,Carangiformes,Carangidae,Platycaranx chrysophrys,EXACT,99,12199212,
Platycaranx malabaricus,4443,Teleostei,Carangiformes,Carangidae,Platycaranx malabaricus,EXACT,99,12171038,
Platycaranx talamparoides,1912,Teleostei,Carangiformes,Carangidae,Platycaranx talamparoides,EXACT,99,12198288,
Scomberoides commersonnianus,1950,Teleostei,Carangiformes,Carangidae,"Scomberoides commersonnianus Lacepède, 1801",EXACT,99,2390863,
Scomberoides lysan,1951,Teleostei,Carangiformes,Carangidae,"Scomberoides lysan (Forsskål, 1775)",EXACT,99,2390871,
Scomberoides tala,1952,Teleostei,Carangiformes,Carangidae,"Scomberoides tala (Cuvier, 1832)",EXACT,99,2390860,
Scomberoides tol,1953,Teleostei,Carangiformes,Carangidae,"Scomberoides tol (Cuvier, 1832)",EXACT,99,2390855,
Scyris indica,10,Teleostei,Carangiformes,Carangidae,"Scyris indica Cuvier & Valenciennes, 1833",EXACT,96,8862332,
Selar boops,1954,Teleostei,Carangiformes,Carangidae,"Selar boops (Cuvier, 1833)",EXACT,99,2391003,
Selar crumenophthalmus,387,Teleostei,Carangiformes,Carangidae,"Selar crumenophthalmus (Bloch, 1793)",EXACT,99,2391007,
Selaroides leptolepis,388,Teleostei,Carangiformes,Carangidae,"Selaroides leptolepis (Cuvier, 1833)",EXACT,99,2391226,
Seriola dumerili,1005,Teleostei,Carangiformes,Carangidae,"Seriola dumerili (Risso, 1810)",EXACT,99,5961696,
Seriola rivoliana,1007,Teleostei,Carangiformes,Carangidae,"Seriola rivoliana Valenciennes, 1833",EXACT,97,5961682,
Seriolina nigrofasciata,1962,Teleostei,Carangiformes,Carangidae,"Seriolina nigrofasciata (Rüppell, 1829)",EXACT,99,2391232,
Trachinotus baillonii,1978,Teleostei,Carangiformes,Carangidae,"Trachinotus baillonii (Lacepède, 1801)",EXACT,99,5210663,
Trachinotus blochii,1963,Teleostei,Carangiformes,Carangidae,"Trachinotus blochii (Lacepède, 1801)",EXACT,99,5210675,
Trachinotus mookalee,1964,Teleostei,Carangiformes,Carangidae,"Trachinotus mookalee Cuvier, 1832",EXACT,99,5210680,
Turrum coeruleopinnatum,1924,Teleostei,Carangiformes,Carangidae,Turrum coeruleopinnatum,EXACT,97,12355741,
Turrum fulvoguttatum,1926,Teleostei,Carangiformes,Carangidae,Turrum fulvoguttatum,EXACT,97,12027679,
Turrum gymnostethus,1905,Teleostei,Carangiformes,Carangidae,Turrum gymnostethus,EXACT,97,12290919,
Uraspis helvola,1983,Teleostei,Carangiformes,Carangidae,"Uraspis helvola (Forster, 1801)",EXACT,99,2391351,
Uraspis uraspis,1984,Teleostei,Carangiformes,Carangidae,"Uraspis uraspis (Günther, 1860)",EXACT,99,2391358,
Carcharhinus albimarginatus,858,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus albimarginatus (Rüppell, 1837)",EXACT,99,2418003,
Carcharhinus amblyrhynchoides,860,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus amblyrhynchoides (Whitley, 1934)",EXACT,99,2417988,
Carcharhinus amblyrhynchos,861,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus amblyrhynchos (Bleeker, 1856)",EXACT,99,2418064,
Carcharhinus borneensis,863,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus borneensis (Bleeker, 1858)",EXACT,99,2418165,
Carcharhinus brevipinna,865,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus brevipinna (Müller & Henle, 1839)",EXACT,99,2417983,
Carcharhinus dussumieri,867,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus dussumieri (Müller & Henle, 1839)",EXACT,99,2418172,
Carcharhinus falciformis,868,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus falciformis (Müller & Henle, 1839)",EXACT,97,2418095,
Carcharhinus galapagensis,870,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus galapagensis (Snodgrass & Heller, 1905)",EXACT,99,2417964,
Carcharhinus hemiodon,871,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus hemiodon (Müller & Henle, 1839)",EXACT,99,2418111,
Carcharhinus leucas,873,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus leucas (Müller & Henle, 1839)",EXACT,97,2418036,
Carcharhinus limbatus,874,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus limbatus (Müller & Henle, 1839)",EXACT,97,2417970,
Carcharhinus longimanus,875,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus longimanus (Poey, 1861)",EXACT,99,2418052,
Carcharhinus macloti,876,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus macloti (Müller & Henle, 1839)",EXACT,99,2417864,
Carcharhinus melanopterus,877,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus melanopterus (Quoy & Gaimard, 1824)",EXACT,99,2417981,
Carcharhinus obsoletus,69201,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus obsoletus White, Kyne & Harris, 2019",EXACT,99,10871057,
Carcharhinus plumbeus,880,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus plumbeus (Nardo, 1827)",EXACT,99,2418009,
Carcharhinus sealei,882,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus sealei (Pietschmann, 1913)",EXACT,99,2418167,
Carcharhinus sorrah,884,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus sorrah (Müller & Henle, 1839)",EXACT,97,2418184,
Glyphis fowlerae,65549,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Glyphis fowlerae Compagno, White & Cavanagh, 2010",EXACT,99,5962973,
Glyphis gangeticus,887,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Glyphis gangeticus (Müller & Henle, 1839)",EXACT,99,5215563,
Glyphis glyphis,888,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Glyphis glyphis (Müller & Henle, 1839)",EXACT,99,5215567,
Lamiopsis temminckii,892,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Lamiopsis temminckii (Müller & Henle, 1839)",EXACT,99,5215572,
Lamiopsis tephrodes,66612,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Lamiopsis tephrodes (Fowler, 1905)",EXACT,99,7193850,
Loxodon macrorhinus,894,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Loxodon macrorhinus Müller & Henle, 1839",EXACT,99,5215568,
Negaprion acutidens,896,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Negaprion acutidens (Rüppell, 1837)",EXACT,99,2417905,
