species,speccode,class,order,family,acc_name,match_type,confidence,gbif_key,synonym_of
Parapocryptes serperaster,25082,Teleostei,Gobiiformes,Oxudercidae,"Parapocryptes serperaster (Richardson, 1846)",EXACT,99,2378916,
Periophthalmodon schlosseri,8414,Teleostei,Gobiiformes,Oxudercidae,"Periophthalmodon schlosseri (Pallas, 1770)",EXACT,99,2375731,
Periophthalmus argentilineatus,7480,Teleostei,Gobiiformes,Oxudercidae,"Periophthalmus argentilineatus Valenciennes, 1837",EXACT,99,2376955,
Periophthalmus gracilis,7481,Teleostei,Gobiiformes,Oxudercidae,"Periophthalmus gracilis Eggert, 1935",EXACT,99,2376975,
Periophthalmus minutus,7485,Teleostei,Gobiiformes,Oxudercidae,"Periophthalmus minutus Eggert, 1935",EXACT,99,2376995,
Periophthalmus novemradiatus,7486,Teleostei,Gobiiformes,Oxudercidae,"Periophthalmus novemradiatus (Hamilton, 1822)",EXACT,99,2376982,
Periophthalmus variabilis,65362,Teleostei,Gobiiformes,Oxudercidae,"Periophthalmus variabilis Eggert, 1935",EXACT,99,2376986,
Pseudapocryptes borneensis,25086,Teleostei,Gobiiformes,Oxudercidae,"Pseudapocryptes borneensis (Bleeker, 1855)",EXACT,99,2377910,
Pseudapocryptes elongatus,8409,Teleostei,Gobiiformes,Oxudercidae,"Pseudapocryptes elongatus (Cuvier, 1816)",EXACT,99,9794053,
Scartelaos histophorus,7487,Teleostei,Gobiiformes,Oxudercidae,"Scartelaos histophorus (Valenciennes, 1837)",EXACT,99,2378218,
Paedocypris micromegethes,62549,Teleostei,Cypriniformes,Paedocyprididae,"Paedocypris micromegethes Kottelat, Britz, Tan & Witte, 2006",EXACT,99,2367273,
Pangasius djambal,14145,Teleostei,Siluriformes,Pangasiidae,"Pangasius djambal Bleeker, 1846",EXACT,99,5202453,
Pangasius kinabatanganensis,14177,Teleostei,Siluriformes,Pangasiidae,"Pangasius kinabatanganensis Roberts & Vidthayanon, 1991",EXACT,99,5202440,
Pangasius kunyit,55541,Teleostei,Siluriformes,Pangasiidae,"Pangasius kunyit Pouyaud, Teugels & Legendre, 1999",EXACT,99,5202448,
Pangasius nasutus,14202,Teleostei,Siluriformes,Pangasiidae,"Pangasius nasutus (Bleeker, 1863)",EXACT,99,5202450,
Pangasius pangasius,292,Teleostei,Siluriformes,Pangasiidae,"Pangasius pangasius (Hamilton, 1822)",EXACT,99,5202443,
Pangasius polyuranodon,14215,Teleostei,Siluriformes,Pangasiidae,"Pangasius polyuranodon Bleeker, 1852",EXACT,99,5202446,
Pangasius sabahensis,61583,Teleostei,Siluriformes,Pangasiidae,"Pangasius sabahensis Gustiano, Teugels & Pouyaud, 2003",EXACT,99,5202455,
Pseudolais micronemus,12001,Teleostei,Siluriformes,Pangasiidae,"Pseudolais micronemus (Bleeker, 1846)",EXACT,99,2340703,
Pseudorhombus argus,8283,Teleostei,Pleuronectiformes,Paralichthyidae,"Pseudorhombus argus Weber, 1913",EXACT,99,2408818,
Pseudorhombus arsius,1325,Teleostei,Pleuronectiformes,Paralichthyidae,"Pseudorhombus arsius (Hamilton, 1822)",EXACT,99,2408813,
Pseudorhombus cinnamoneus,4576,Teleostei,Pleuronectiformes,Paralichthyidae,"Pseudorhombus cinnamoneus (Temminck & Schlegel, 1846)",EXACT,99,2408827,
Pseudorhombus diplospilus,10973,Teleostei,Pleuronectiformes,Paralichthyidae,"Pseudorhombus diplospilus Norman, 1926",EXACT,99,2408836,
Pseudorhombus elevatus,1333,Teleostei,Pleuronectiformes,Paralichthyidae,"Pseudorhombus elevatus Ogilby, 1912",EXACT,99,2408829,
Pseudorhombus javanicus,1335,Teleostei,Pleuronectiformes,Paralichthyidae,"Pseudorhombus javanicus (Bleeker, 1853)",EXACT,99,2408849,
Pseudorhombus malayanus,1368,Teleostei,Pleuronectiformes,Paralichthyidae,"Pseudorhombus malayanus Bleeker, 1865",EXACT,99,2408811,
Pseudorhombus natalensis,1376,Teleostei,Pleuronectiformes,Paralichthyidae,"Pseudorhombus natalensis Gilchrist, 1904",EXACT,99,2408844,
Pseudorhombus neglectus,10588,Teleostei,Pleuronectiformes,Paralichthyidae,"Pseudorhombus neglectus Bleeker, 1865",EXACT,99,2408838,
Pseudorhombus pentophthalmus,8835,Teleostei,Pleuronectiformes,Paralichthyidae,"Pseudorhombus pentophthalmus Günther, 1862",EXACT,99,2408834,
Pseudorhombus quinquocellatus,8284,Teleostei,Pleuronectiformes,Paralichthyidae,"Pseudorhombus quinquocellatus Weber & de Beaufort, 1929",EXACT,99,2408852,
Pseudorhombus triocellatus,1377,Teleostei,Pleuronectiformes,Paralichthyidae,"Pseudorhombus triocellatus (Bloch & Schneider, 1801)",EXACT,99,2408832,
Cyttopsis rosea,4953,Teleostei,Zeiformes,Parazenidae,"Cyttopsis rosea (Lowe, 1843)",EXACT,99,2415284,
Pegasus volitans,4609,Teleostei,Dactylopteriformes,Pegasidae,"Pegasus volitans Linnaeus, 1758",EXACT,99,2356573,
Pempheris adusta,25447,Teleostei,Acropomatiformes,Pempheridae,"Pempheris adusta Bleeker, 1877",EXACT,99,2374385,
Pempheris molucca,8189,Teleostei,Acropomatiformes,Pempheridae,"Pempheris molucca Cuvier, 1829",EXACT,99,2374383,
Histiopterus typus,7892,Teleostei,Acropomatiformes,Pentacerotidae,"Histiopterus typus Temminck & Schlegel, 1844",EXACT,99,2375218,
Apristurus platyrhynchus,778,Elasmobranchii,Carcharhiniformes,Pentanchidae,"Apristurus platyrhynchus (Tanaka, 1909)",EXACT,99,2418427,
Galeus eastmani,806,Elasmobranchii,Carcharhiniformes,Pentanchidae,"Galeus eastmani (Jordan & Snyder, 1904)",EXACT,99,5215631,
Gargariscus prionocephalus,8249,Teleostei,Perciformes/Scorpaenoidei,Peristediidae,"Gargariscus prionocephalus (Duméril, 1869)",EXACT,99,2334953,
Satyrichthys laticeps,67039,Teleostei,Perciformes/Scorpaenoidei,Peristediidae,"Satyrichthys laticeps (Schlegel, 1852)",EXACT,99,8267815,
Satyrichthys rieffeli,8291,Teleostei,Perciformes/Scorpaenoidei,Peristediidae,"Satyrichthys rieffeli (Kaup, 1859)",EXACT,99,2335037,
Neostethus bicornis,24782,Teleostei,Atheriniformes,Phallostethidae,"Neostethus bicornis Regan, 1916",EXACT,99,2412121,
Neostethus borneensis,24784,Teleostei,Atheriniformes,Phallostethidae,"Neostethus borneensis Herre, 1939",EXACT,99,2412117,
Neostethus lankesteri,24785,Teleostei,Atheriniformes,Phallostethidae,"Neostethus lankesteri Regan, 1916",EXACT,99,2412106,
Phallostethus dunckeri,6292,Teleostei,Atheriniformes,Phallostethidae,"Phallostethus dunckeri Regan, 1913",EXACT,99,2412089,
Phallostethus lehi,26962,Teleostei,Atheriniformes,Phallostethidae,"Phallostethus lehi Parenti, 1996",EXACT,99,2412090,
Phenacostethus posthon,24786,Teleostei,Atheriniformes,Phallostethidae,"Phenacostethus posthon Roberts, 1971",EXACT,99,2412103,
Phenacostethus smithi,26790,Teleostei,Atheriniformes,Phallostethidae,"Phenacostethus smithi Myers, 1928",EXACT,99,2412104,
Phenacostethus trewavasae,24787,Teleostei,Atheriniformes,Phallostethidae,"Phenacostethus trewavasae Parenti, 1986",EXACT,99,2412102,
Pholidichthys leucotaenia,4433,Teleostei,Cichliformes,Pholidichthyidae,"Pholidichthys leucotaenia Bleeker, 1856",EXACT,99,2384690,
Parapercis alboguttata,8188,Teleostei,Perciformes/Uranoscopoidei,Pinguipedidae,"Parapercis alboguttata (Günther, 1872)",EXACT,99,5210052,
Parapercis filamentosa,8407,Teleostei,Perciformes/Uranoscopoidei,Pinguipedidae,"Parapercis filamentosa (Steindachner, 1878)",EXACT,99,5209989,
Parapercis macrophthalma,10867,Teleostei,Perciformes/Uranoscopoidei,Pinguipedidae,"Parapercis macrophthalma (Pietschmann, 1911)",EXACT,99,5210032,
Parapercis pacifica,64230,Teleostei,Perciformes/Uranoscopoidei,Pinguipedidae,"Parapercis pacifica Imamura & Yoshino, 2007",EXACT,99,5210036,
Parapercis snyderi,13522,Teleostei,Perciformes/Uranoscopoidei,Pinguipedidae,"Parapercis snyderi Jordan & Starks, 1905",EXACT,99,5209971,
Parapercis xanthozona,12668,Teleostei,Perciformes/Uranoscopoidei,Pinguipedidae,"Parapercis xanthozona (Bleeker, 1849)",EXACT,99,5210012,
Ryukyupercis gushikeni,8268,Teleostei,Perciformes/Uranoscopoidei,Pinguipedidae,"Ryukyupercis gushikeni (Yoshino, 1975)",EXACT,99,2386956,
Cociella crocodilus,7895,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Cociella crocodilus (Cuvier, 1829)",EXACT,97,9668865,
Cociella punctata,15197,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Cociella punctata (Cuvier, 1829)",EXACT,99,2335829,
Cymbacephalus beauforti,12826,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Cymbacephalus beauforti (Knapp, 1973)",EXACT,99,2335642,
Cymbacephalus bosschei,12564,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Cymbacephalus bosschei (Bleeker, 1860)",EXACT,99,2335622,
Cymbacephalus nematophthalmus,10776,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Cymbacephalus nematophthalmus (Günther, 1860)",EXACT,99,2335635,
Elates ransonnettii,6637,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Elates ransonnettii (Steindachner, 1876)",EXACT,99,2335806,
Grammoplites knappi,15208,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Grammoplites knappi Imamura & Amaoka, 1994",EXACT,99,2335791,
Grammoplites scaber,10309,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Grammoplites scaber (Linnaeus, 1758)",EXACT,99,2335784,
Inegocia japonica,10335,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Inegocia japonica (Cuvier, 1829)",EXACT,97,2335722,
Insidiator macracanthus,10336,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,Insidiator macracanthus,EXACT,99,11992986,
Kumococius rodericensis,8469,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Kumococius rodericensis (Cuvier, 1829)",EXACT,99,2335765,
Platycephalus indicus,950,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Platycephalus indicus (Linnaeus, 1758)",EXACT,99,5201390,
Ratabulus tuberculatus,10310,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Ratabulus Jordan & Hubbs, 1925",HIGHERRANK,94,2335739,
Rogadius asper,8305,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Rogadius asper (Cuvier, 1829)",EXACT,99,2335674,
Rogadius azizahae,71285,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Rogadius Jordan & Richardson, 1908",HIGHERRANK,94,2335666,
Rogadius pristiger,15225,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Rogadius pristiger (Cuvier, 1829)",EXACT,99,2335676,
Sorsogona nigripinna,46371,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Sorsogona nigripinna (Regan, 1905)",EXACT,99,2335683,
Sunagocia arenicola,12901,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Sunagocia arenicola (Schultz, 1966)",EXACT,99,4286424,
Sunagocia carbunculus,15241,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Sunagocia carbunculus (Valenciennes, 1833)",EXACT,99,4286422,
Thysanophrys chiltonae,12902,Teleostei,Perciformes/Scorpaenoidei,Platycephalidae,"Thysanophrys chiltonae Schultz, 1966",EXACT,99,2335604,
Plesiobatis daviesi,7376,Elasmobranchii,Myliobatiformes,Plesiobatidae,"Plesiobatis daviesi (Wallace, 1967)",EXACT,99,2418899,
Plesiops coeruleolineatus,8005,Teleostei,Ovalentaria/misc,Plesiopidae,"Plesiops coeruleolineatus Rüppell, 1835",EXACT,99,5210314,
Paraplotosus albilabris,12097,Teleostei,Siluriformes,Plotosidae,"Paraplotosus albilabris (Valenciennes, 1840)",EXACT,99,2341932,
Plotosus abbreviatus,61302,Teleostei,Siluriformes,Plotosidae,"Plotosus abbreviatus Boulenger, 1895",EXACT,99,2341919,
Plotosus canius,8167,Teleostei,Siluriformes,Plotosidae,"Plotosus canius Hamilton, 1822",EXACT,99,2341920,
Plotosus lineatus,4706,Teleostei,Siluriformes,Plotosidae,"Plotosus lineatus (Thunberg, 1787)",EXACT,97,7965247,
Gambusia affinis,3215,Teleostei,Cyprinodontiformes,Poeciliidae,"Gambusia affinis (Baird & Girard, 1853)",EXACT,99,2350580,
Poecilia reticulata,3228,Teleostei,Cyprinodontiformes,Poeciliidae,"Poecilia reticulata Peters, 1859",EXACT,99,2350050,
Eleutheronema tetradactylum,340,Teleostei,Carangaria/misc,Polynemidae,"Eleutheronema tetradactylum (Shaw, 1804)",EXACT,99,2393382,
Eleutheronema tridactylum,14514,Teleostei,Carangaria/misc,Polynemidae,"Eleutheronema tridactylum (Bleeker, 1849)",EXACT,99,2393380,
Filimanus heptadactyla,13530,Teleostei,Carangaria/misc,Polynemidae,"Filimanus heptadactyla (Cuvier, 1829)",EXACT,99,2393313,
Filimanus xanthonema,10616,Teleostei,Carangaria/misc,Polynemidae,"Filimanus xanthonema (Valenciennes, 1831)",EXACT,99,2393300,
Leptomelanosoma indicum,4469,Teleostei,Carangaria/misc,Polynemidae,"Leptomelanosoma indicum (Shaw, 1804)",EXACT,99,2393371,
Polydactylus luparensis,65390,Teleostei,Carangaria/misc,Polynemidae,"Polydactylus luparensis Lim, Motomura & Gambang, 2010",EXACT,99,5962001,
Polydactylus microstoma,10355,Teleostei,Carangaria/misc,Polynemidae,"Polydactylus microstomus (Bleeker, 1851)",FUZZY,96,2393291,
Polydactylus plebeius,7901,Teleostei,Carangaria/misc,Polynemidae,"Polydactylus plebeius (Broussonet, 1782)",EXACT,99,2393274,
Polydactylus sextarius,4470,Teleostei,Carangaria/misc,Polynemidae,"Polydactylus sextarius (Bloch & Schneider, 1801)",EXACT,99,2393292,
Polynemus dubius,14614,Teleostei,Carangaria/misc,Polynemidae,"Polynemus dubius Bleeker, 1853",EXACT,99,2393411,
Polynemus hornadayi,14619,Teleostei,Carangaria/misc,Polynemidae,"Polynemus hornadayi Myers, 1936",EXACT,99,2393409,
Polynemus melanochir,10617,Teleostei,Carangaria/misc,Polynemidae,"Polynemus melanochir Valenciennes, 1831",EXACT,97,2393354,
Polynemus paradiseus,8318,Teleostei,Carangaria/misc,Polynemidae,"Polynemus paradiseus Linnaeus, 1758",EXACT,97,2393403,
Centropyge bicolor,5454,Teleostei,Acanthuriformes,Pomacanthidae,"Centropyge bicolor (Bloch, 1787)",EXACT,99,2396484,
Centropyge bispinosa,5458,Teleostei,Acanthuriformes,Pomacanthidae,"Centropyge bispinosa (Günther, 1860)",EXACT,99,2396495,
Centropyge colini,8773,Teleostei,Acanthuriformes,Pomacanthidae,"Centropyge colini Smith-Vaniz & Randall, 1974",EXACT,99,2396529,
Centropyge multifasciata,5666,Teleostei,Acanthuriformes,Pomacanthidae,"Centropyge multifasciatus (Smith & Radcliffe, 1911)",FUZZY,96,2396517,2396514
Centropyge tibicen,6548,Teleostei,Acanthuriformes,Pomacanthidae,"Centropyge tibicen (Cuvier, 1831)",EXACT,99,2396505,
Centropyge vrolikii,5447,Teleostei,Acanthuriformes,Pomacanthidae,"Centropyge vrolikii (Bleeker, 1853)",EXACT,99,2396509,
Chaetodontoplus mesoleucus,5660,Teleostei,Acanthuriformes,Pomacanthidae,"Chaetodontoplus mesoleucus (Bloch, 1787)",EXACT,99,2396593,
Chaetodontoplus septentrionalis,11124,Teleostei,Acanthuriformes,Pomacanthidae,"Chaetodontoplus septentrionalis (Temminck & Schlegel, 1844)",EXACT,99,2396591,
Genicanthus lamarck,6612,Teleostei,Acanthuriformes,Pomacanthidae,"Genicanthus lamarck (Lacepède, 1802)",EXACT,99,2396466,
Genicanthus melanospilos,8710,Teleostei,Acanthuriformes,Pomacanthidae,"Genicanthus melanospilos (Bleeker, 1857)",EXACT,99,2396471,
Pomacanthus annularis,7902,Teleostei,Acanthuriformes,Pomacanthidae,"Pomacanthus annularis (Bloch, 1787)",EXACT,99,2396404,
Pomacanthus imperator,6504,Teleostei,Acanthuriformes,Pomacanthidae,"Pomacanthus imperator (Bloch, 1787)",EXACT,99,2396426,
Pomacanthus sexstriatus,6564,Teleostei,Acanthuriformes,Pomacanthidae,"Pomacanthus sexstriatus (Cuvier, 1831)",EXACT,99,2396414,
Pomacanthus xanthometopon,5662,Teleostei,Acanthuriformes,Pomacanthidae,"Pomacanthus xanthometopon (Bleeker, 1853)",EXACT,99,2396411,
Pygoplites diacanthus,6572,Teleostei,Acanthuriformes,Pomacanthidae,"Pygoplites diacanthus (Boddaert, 1772)",EXACT,99,2396596,
Abudefduf bengalensis,6517,Teleostei,Ovalentaria/misc,Pomacentridae,"Abudefduf bengalensis (Bloch, 1787)",EXACT,99,2398657,
Abudefduf lorenzi,5685,Teleostei,Ovalentaria/misc,Pomacentridae,"Abudefduf lorenzi Hensley & Allen, 1977",EXACT,99,2398679,
Abudefduf notatus,5686,Teleostei,Ovalentaria/misc,Pomacentridae,"Abudefduf notatus (Day, 1870)",EXACT,99,2398703,
Abudefduf septemfasciatus,5687,Teleostei,Ovalentaria/misc,Pomacentridae,"Abudefduf septemfasciatus (Cuvier, 1830)",EXACT,99,2398628,
Abudefduf sexfasciatus,5688,Teleostei,Ovalentaria/misc,Pomacentridae,"Abudefduf sexfasciatus (Lacepède, 1801)",EXACT,99,2398669,
Abudefduf sordidus,5689,Teleostei,Ovalentaria/misc,Pomacentridae,"Abudefduf sordidus (Forsskål, 1775)",EXACT,99,2398682,
Abudefduf vaigiensis,6630,Teleostei,Ovalentaria/misc,Pomacentridae,"Abudefduf vaigiensis (Quoy & Gaimard, 1825)",EXACT,99,2398634,
Acanthochromis polyacanthus,6655,Teleostei,Ovalentaria/misc,Pomacentridae,"Acanthochromis polyacanthus (Bleeker, 1855)",EXACT,99,5212126,
Amblyglyphidodon aureus,5690,Teleostei,Ovalentaria/misc,Pomacentridae,"Amblyglyphidodon aureus (Cuvier, 1830)",EXACT,99,2398497,
Amblyglyphidodon curacao,5477,Teleostei,Ovalentaria/misc,Pomacentridae,"Amblyglyphidodon curacao (Bloch, 1787)",EXACT,99,2398488,
Amblyglyphidodon indicus,61068,Teleostei,Ovalentaria/misc,Pomacentridae,"Amblyglyphidodon indicus Allen & Randall, 2002",EXACT,99,2398510,
Amblyglyphidodon ternatensis,5692,Teleostei,Ovalentaria/misc,Pomacentridae,"Amblyglyphidodon ternatensis (Bleeker, 1853)",EXACT,99,2398503,
Amphiprion akallopisos,8017,Teleostei,Ovalentaria/misc,Pomacentridae,"Amphiprion akallopisos Bleeker, 1853",EXACT,99,5212090,
Amphiprion biaculeatus,6632,Teleostei,Ovalentaria/misc,Pomacentridae,"Amphiprion biaculeatus (Bloch, 1790)",EXACT,98,12115864,2398709
Amphiprion clarkii,5448,Teleostei,Ovalentaria/misc,Pomacentridae,"Amphiprion clarkii (Bennett, 1830)",EXACT,99,5212081,
Amphiprion ephippium,11840,Teleostei,Ovalentaria/misc,Pomacentridae,"Amphiprion ephippium (Bloch, 1790)",EXACT,99,5212057,
Amphiprion frenatus,6522,Teleostei,Ovalentaria/misc,Pomacentridae,"Amphiprion frenatus Brevoort, 1856",EXACT,99,5212111,
Amphiprion ocellaris,6509,Teleostei,Ovalentaria/misc,Pomacentridae,"Amphiprion ocellaris Cuvier, 1830",EXACT,99,5212106,
Amphiprion perideraion,2024,Teleostei,Ovalentaria/misc,Pomacentridae,"Amphiprion perideraion Bleeker, 1855",EXACT,99,5212059,
Amphiprion polymnus,8086,Teleostei,Ovalentaria/misc,Pomacentridae,"Amphiprion polymnus (Linnaeus, 1758)",EXACT,99,5212096,
Amphiprion sandaracinos,6523,Teleostei,Ovalentaria/misc,Pomacentridae,"Amphiprion sandaracinos Allen, 1972",EXACT,99,5212089,
Cheiloprion labiatus,5684,Teleostei,Ovalentaria/misc,Pomacentridae,"Cheiloprion labiatus (Day, 1877)",EXACT,99,2398994,
Chromis atripectoralis,5450,Teleostei,Ovalentaria/misc,Pomacentridae,"Chromis atripectoralis Welander & Schultz, 1951",EXACT,99,5212173,
Chromis cinerascens,11858,Teleostei,Ovalentaria/misc,Pomacentridae,"Chromis cinerascens (Cuvier, 1830)",EXACT,99,5212152,
Chromis fumea,10842,Teleostei,Ovalentaria/misc,Pomacentridae,"Chromis fumea (Tanaka, 1917)",EXACT,99,5212203,
Chromis scotochiloptera,12431,Teleostei,Ovalentaria/misc,Pomacentridae,"Chromis scotochiloptera Fowler, 1918",EXACT,99,5212162,
Chromis viridis,5679,Teleostei,Ovalentaria/misc,Pomacentridae,"Chromis viridis (Cuvier, 1830)",EXACT,99,5212219,
Chromis weberi,5680,Teleostei,Ovalentaria/misc,Pomacentridae,"Chromis weberi Fowler & Bean, 1928",EXACT,99,5212140,
Chrysiptera chrysocephala,64823,Teleostei,Ovalentaria/misc,Pomacentridae,"Chrysiptera chrysocephala Manica, Pilcher & Oakley, 2002",EXACT,99,2399238,
Chrysiptera glauca,5696,Teleostei,Ovalentaria/misc,Pomacentridae,"Chrysiptera glauca (Cuvier, 1830)",EXACT,99,2399245,
Chrysiptera hemicyanea,6919,Teleostei,Ovalentaria/misc,Pomacentridae,"Chrysiptera hemicyanea (Weber, 1913)",EXACT,99,2399258,
Chrysiptera parasema,12448,Teleostei,Ovalentaria/misc,Pomacentridae,"Chrysiptera parasema (Fowler, 1918)",EXACT,99,2399271,
Chrysiptera rex,5699,Teleostei,Ovalentaria/misc,Pomacentridae,"Chrysiptera rex (Snyder, 1909)",EXACT,99,2399262,
Chrysiptera talboti,5700,Teleostei,Ovalentaria/misc,Pomacentridae,"Chrysiptera talboti (Allen, 1975)",EXACT,99,2399209,
Chrysiptera unimaculata,5702,Teleostei,Ovalentaria/misc,Pomacentridae,"Chrysiptera unimaculata (Cuvier, 1830)",EXACT,99,2399211,
Dascyllus trimaculatus,5112,Teleostei,Ovalentaria/misc,Pomacentridae,"Dascyllus trimaculatus (Rüppell, 1829)",EXACT,99,5212031,
Dischistodus chrysopoecilus,6553,Teleostei,Ovalentaria/misc,Pomacentridae,"Dischistodus chrysopoecilus (Schlegel & Müller, 1839)",EXACT,99,2398215,
Dischistodus fasciatus,9982,Teleostei,Ovalentaria/misc,Pomacentridae,"Dischistodus fasciatus (Cuvier, 1830)",EXACT,99,2398212,
Dischistodus melanotus,5703,Teleostei,Ovalentaria/misc,Pomacentridae,"Dischistodus melanotus (Bleeker, 1858)",EXACT,99,2398206,
Dischistodus perspicillatus,5704,Teleostei,Ovalentaria/misc,Pomacentridae,"Dischistodus perspicillatus (Cuvier, 1830)",EXACT,99,2398191,
Dischistodus prosopotaenia,6608,Teleostei,Ovalentaria/misc,Pomacentridae,"Dischistodus prosopotaenia (Bleeker, 1852)",EXACT,99,2398200,
Dischistodus pseudochrysopoecilus,8242,Teleostei,Ovalentaria/misc,Pomacentridae,"Dischistodus pseudochrysopoecilus (Allen & Robertson, 1974)",EXACT,99,2398189,
Hemiglyphidodon plagiometopon,5487,Teleostei,Ovalentaria/misc,Pomacentridae,"Hemiglyphidodon plagiometopon (Bleeker, 1852)",EXACT,99,2398183,
Neoglyphidodon thoracotaeniatus,6922,Teleostei,Ovalentaria/misc,Pomacentridae,"Neoglyphidodon thoracotaeniatus (Fowler & Bean, 1928)",EXACT,99,2398576,
Neopomacentrus anabatoides,10224,Teleostei,Ovalentaria/misc,Pomacentridae,"Neopomacentrus anabatoides (Bleeker, 1847)",EXACT,99,2398544,
Neopomacentrus cyanomos,8209,Teleostei,Ovalentaria/misc,Pomacentridae,"Neopomacentrus cyanomos (Bleeker, 1856)",EXACT,99,2398535,
Neopomacentrus filamentosus,12459,Teleostei,Ovalentaria/misc,Pomacentridae,"Neopomacentrus filamentosus (Macleay, 1882)",EXACT,99,2398562,
Neopomacentrus sororius,62948,Teleostei,Ovalentaria/misc,Pomacentridae,"Neopomacentrus sororius Randall & Allen, 2005",EXACT,99,2398561,
Plectroglyphidodon obreptus,4353,Teleostei,Ovalentaria/misc,Pomacentridae,"Plectroglyphidodon obreptus (Whitley, 1948)",EXACT,98,12015469,2398779
Pomacentrus adelus,12476,Teleostei,Ovalentaria/misc,Pomacentridae,"Pomacentrus adelus Allen, 1991",EXACT,99,2398297,
Pomacentrus brachialis,5718,Teleostei,Ovalentaria/misc,Pomacentridae,"Pomacentrus brachialis Cuvier, 1830",EXACT,99,2398325,
Pomacentrus cuneatus,12488,Teleostei,Ovalentaria/misc,Pomacentridae,"Pomacentrus cuneatus Allen, 1991",EXACT,99,2398387,
Pomacentrus geminospilus,25216,Teleostei,Ovalentaria/misc,Pomacentridae,"Pomacentrus geminospilus Allen, 1993",EXACT,99,2398355,
Pomacentrus littoralis,12493,Teleostei,Ovalentaria/misc,Pomacentridae,"Pomacentrus littoralis Cuvier, 1830",EXACT,99,9360164,
Pomacentrus moluccensis,5724,Teleostei,Ovalentaria/misc,Pomacentridae,"Pomacentrus moluccensis Bleeker, 1853",EXACT,99,2398282,
Pomacentrus opisthostigma,10277,Teleostei,Ovalentaria/misc,Pomacentridae,"Pomacentrus opisthostigma Fowler, 1918",EXACT,99,2398330,
Pomacentrus stigma,12501,Teleostei,Ovalentaria/misc,Pomacentridae,"Pomacentrus stigma Fowler & Bean, 1928",EXACT,99,2398385,
Pomacentrus taeniometopon,10280,Teleostei,Ovalentaria/misc,Pomacentridae,"Pomacentrus taeniometopon Bleeker, 1852",EXACT,99,2398276,
Pomacentrus tripunctatus,8277,Teleostei,Ovalentaria/misc,Pomacentridae,"Pomacentrus tripunctatus Cuvier, 1830",EXACT,99,2398373,
Pristotis obtusirostris,8127,Teleostei,Ovalentaria/misc,Pomacentridae,"Pristotis obtusirostris (Günther, 1862)",EXACT,99,2398914,
Pycnochromis flavipectoralis,11863,Teleostei,Ovalentaria/misc,Pomacentridae,"Pycnochromis flavipectoralis Randall, 1988",EXACT,99,11620131,
Pycnochromis lineatus,5128,Teleostei,Ovalentaria/misc,Pomacentridae,"Pycnochromis lineatus (Fowler & Bean, 1928)",EXACT,98,11505450,5212216
Pycnochromis ovatiformis,6927,Teleostei,Ovalentaria/misc,Pomacentridae,"Pycnochromis ovatiformis (Fowler, 1946)",EXACT,98,11933264,5212271
Pycnochromis retrofasciatus,5676,Teleostei,Ovalentaria/misc,Pomacentridae,"Pycnochromis retrofasciatus (Weber, 1913)",EXACT,98,11541607,5212263
Pomatomus saltatrix,364,Teleostei,Scombriformes,Pomatomidae,"Pomatomus saltatrix (Linnaeus, 1766)",EXACT,99,5208090,
Heteropriacanthus cruentatus,1150,Teleostei,Eupercaria/misc,Priacanthidae,"Heteropriacanthus cruentatus (Lacepède, 1801)",EXACT,99,2375045,
Priacanthus hamrur,5791,Teleostei,Eupercaria/misc,Priacanthidae,"Priacanthus hamrur (Forsskål, 1775)",EXACT,99,2375011,
Priacanthus macracanthus,356,Teleostei,Eupercaria/misc,Priacanthidae,"Priacanthus macracanthus Cuvier, 1829",EXACT,99,2375008,
Priacanthus tayenus,4651,Teleostei,Eupercaria/misc,Priacanthidae,"Priacanthus tayenus Richardson, 1846",EXACT,99,2375019,
Pristigenys niphonia,7905,Teleostei,Eupercaria/misc,Priacanthidae,"Pristigenys niphonia (Cuvier, 1829)",EXACT,99,2375069,
Pristigenys refulgens,67121,Teleostei,Eupercaria/misc,Priacanthidae,"Pristigenys refulgens (Valenciennes, 1862)",EXACT,99,8374283,
