species,speccode,class,order,family
Abudefduf sexfasciatus,5688,Teleostei,Ovalentaria/misc,Pomacentridae
Abudefduf sordidus,5689,Teleostei,Ovalentaria/misc,Pomacentridae
Abudefduf vaigiensis,6630,Teleostei,Ovalentaria/misc,Pomacentridae
Acanthochromis polyacanthus,6655,Teleostei,Ovalentaria/misc,Pomacentridae
Amblyglyphidodon aureus,5690,Teleostei,Ovalentaria/misc,Pomacentridae
Amblyglyphidodon curacao,5477,Teleostei,Ovalentaria/misc,Pomacentridae
Amblyglyphidodon indicus,61068,Teleostei,Ovalentaria/misc,Pomacentridae
Amblyglyphidodon ternatensis,5692,Teleostei,Ovalentaria/misc,Pomacentridae
Amphiprion akallopisos,8017,Teleostei,Ovalentaria/misc,Pomacentridae
Amphiprion biaculeatus,6632,Teleostei,Ovalentaria/misc,Pomacentridae
Amphiprion clarkii,5448,Teleostei,Ovalentaria/misc,Pomacentridae
Amphiprion ephippium,11840,Teleostei,Ovalentaria/misc,Pomacentridae
Amphiprion frenatus,6522,Teleostei,Ovalentaria/misc,Pomacentridae
Amphiprion ocellaris,6509,Teleostei,Ovalentaria/misc,Pomacentridae
Amphiprion perideraion,2024,Teleostei,Ovalentaria/misc,Pomacentridae
Amphiprion polymnus,8086,Teleostei,Ovalentaria/misc,Pomacentridae
Amphiprion sandaracinos,6523,Teleostei,Ovalentaria/misc,Pomacentridae
Cheiloprion labiatus,5684,Teleostei,Ovalentaria/misc,Pomacentridae
Chromis atripectoralis,5450,Teleostei,Ovalentaria/misc,Pomacentridae
Chromis cinerascens,11858,Teleostei,Ovalentaria/misc,Pomacentridae
Chromis fumea,10842,Teleostei,Ovalentaria/misc,Pomacentridae
Chromis scotochiloptera,12431,Teleostei,Ovalentaria/misc,Pomacentridae
Chromis viridis,5679,Teleostei,Ovalentaria/misc,Pomacentridae
Chromis weberi,5680,Teleostei,Ovalentaria/misc,Pomacentridae
Chrysiptera chrysocephala,64823,Teleostei,Ovalentaria/misc,Pomacentridae
Chrysiptera glauca,5696,Teleostei,Ovalentaria/misc,Pomacentridae
Chrysiptera hemicyanea,6919,Teleostei,Ovalentaria/misc,Pomacentridae
Chrysiptera parasema,12448,Teleostei,Ovalentaria/misc,Pomacentridae
Chrysiptera rex,5699,Teleostei,Ovalentaria/misc,Pomacentridae
Chrysiptera talboti,5700,Teleostei,Ovalentaria/misc,Pomacentridae
Chrysiptera unimaculata,5702,Teleostei,Ovalentaria/misc,Pomacentridae
Dascyllus trimaculatus,5112,Teleostei,Ovalentaria/misc,Pomacentridae
Dischistodus chrysopoecilus,6553,Teleostei,Ovalentaria/misc,Pomacentridae
Dischistodus fasciatus,9982,Teleostei,Ovalentaria/misc,Pomacentridae
Dischistodus melanotus,5703,Teleostei,Ovalentaria/misc,Pomacentridae
Dischistodus perspicillatus,5704,Teleostei,Ovalentaria/misc,Pomacentridae
Dischistodus prosopotaenia,6608,Teleostei,Ovalentaria/misc,Pomacentridae
Dischistodus pseudochrysopoecilus,8242,Teleostei,Ovalentaria/misc,Pomacentridae
Hemiglyphidodon plagiometopon,5487,Teleostei,Ovalentaria/misc,Pomacentridae
Neoglyphidodon thoracotaeniatus,6922,Teleostei,Ovalentaria/misc,Pomacentridae
Neopomacentrus anabatoides,10224,Teleostei,Ovalentaria/misc,Pomacentridae
Neopomacentrus cyanomos,8209,Teleostei,Ovalentaria/misc,Pomacentridae
Neopomacentrus filamentosus,12459,Teleostei,Ovalentaria/misc,Pomacentridae
Neopomacentrus sororius,62948,Teleostei,Ovalentaria/misc,Pomacentridae
Plectroglyphidodon obreptus,4353,Teleostei,Ovalentaria/misc,Pomacentridae
Pomacentrus adelus,12476,Teleostei,Ovalentaria/misc,Pomacentridae
Pomacentrus brachialis,5718,Teleostei,Ovalentaria/misc,Pomacentridae
Pomacentrus cuneatus,12488,Teleostei,Ovalentaria/misc,Pomacentridae
Pomacentrus geminospilus,25216,Teleostei,Ovalentaria/misc,Pomacentridae
Pomacentrus littoralis,12493,Teleostei,Ovalentaria/misc,Pomacentridae
Pomacentrus moluccensis,5724,Teleostei,Ovalentaria/misc,Pomacentridae
Pomacentrus opisthostigma,10277,Teleostei,Ovalentaria/misc,Pomacentridae
Pomacentrus stigma,12501,Teleostei,Ovalentaria/misc,Pomacentridae
Pomacentrus taeniometopon,10280,Teleostei,Ovalentaria/misc,Pomacentridae
Pomacentrus tripunctatus,8277,Teleostei,Ovalentaria/misc,Pomacentridae
Pristotis obtusirostris,8127,Teleostei,Ovalentaria/misc,Pomacentridae
Pycnochromis flavipectoralis,11863,Teleostei,Ovalentaria/misc,Pomacentridae
Pycnochromis lineatus,5128,Teleostei,Ovalentaria/misc,Pomacentridae
Pycnochromis ovatiformis,6927,Teleostei,Ovalentaria/misc,Pomacentridae
Pycnochromis retrofasciatus,5676,Teleostei,Ovalentaria/misc,Pomacentridae
Pomatomus saltatrix,364,Teleostei,Scombriformes,Pomatomidae
Heteropriacanthus cruentatus,1150,Teleostei,Eupercaria/misc,Priacanthidae
Priacanthus hamrur,5791,Teleostei,Eupercaria/misc,Priacanthidae
Priacanthus macracanthus,356,Teleostei,Eupercaria/misc,Priacanthidae
Priacanthus tayenus,4651,Teleostei,Eupercaria/misc,Priacanthidae
Pristigenys niphonia,7905,Teleostei,Eupercaria/misc,Priacanthidae
Pristigenys refulgens,67121,Teleostei,Eupercaria/misc,Priacanthidae
Anoxypristis cuspidata,8211,Elasmobranchii,Rhinopristiformes,Pristidae
Pristis microdon,2546,Elasmobranchii,Rhinopristiformes,Pristidae
Pristis zijsron,7956,Elasmobranchii,Rhinopristiformes,Pristidae
Ilisha elongata,1627,Teleostei,Clupeiformes,Pristigasteridae
Ilisha filigera,1628,Teleostei,Clupeiformes,Pristigasteridae
Ilisha kampeni,1630,Teleostei,Clupeiformes,Pristigasteridae
Ilisha macrogaster,1631,Teleostei,Clupeiformes,Pristigasteridae
Ilisha megaloptera,1632,Teleostei,Clupeiformes,Pristigasteridae
Ilisha melastoma,1633,Teleostei,Clupeiformes,Pristigasteridae
Ilisha sirishae,1637,Teleostei,Clupeiformes,Pristigasteridae
Opisthopterus tardoore,1652,Teleostei,Clupeiformes,Pristigasteridae
Opisthopterus valenciennesi,1653,Teleostei,Clupeiformes,Pristigasteridae
Pellona ditchela,1641,Teleostei,Clupeiformes,Pristigasteridae
Raconda russeliana,1658,Teleostei,Clupeiformes,Pristigasteridae
Pristolepis fasciata,10318,Teleostei,Anabantiformes,Pristolepididae
Pristolepis grootii,12290,Teleostei,Anabantiformes,Pristolepididae
Psettodes erumei,513,Teleostei,Pleuronectiformes,Psettodidae
Congrogadus subducens,4419,Teleostei,Ovalentaria/misc,Pseudochromidae
Lubbockichthys multisquamatus,12656,Teleostei,Ovalentaria/misc,Pseudochromidae
Manonichthys alleni,65047,Teleostei,Ovalentaria/misc,Pseudochromidae
Pictichromis diadema,24439,Teleostei,Ovalentaria/misc,Pseudochromidae
Pseudochromis bitaeniatus,12654,Teleostei,Ovalentaria/misc,Pseudochromidae
Pseudochromis cyanotaenia,14279,Teleostei,Ovalentaria/misc,Pseudochromidae
Pseudochromis fowleri,59005,Teleostei,Ovalentaria/misc,Pseudochromidae
Pseudochromis perspicillatus,24444,Teleostei,Ovalentaria/misc,Pseudochromidae
Pseudoplesiops typus,7463,Teleostei,Ovalentaria/misc,Pseudochromidae
Rachycentron canadum,3542,Teleostei,Carangiformes,Rachycentridae
Okamejei hollandi,4585,Elasmobranchii,Rajiformes,Rajidae
Rhincodon typus,2081,Elasmobranchii,Orectolobiformes,Rhincodontidae
Rhina ancylostomus,8729,Elasmobranchii,Rhinopristiformes,Rhinidae
Rhynchobatus australiae,15380,Elasmobranchii,Rhinopristiformes,Rhinidae
Rhynchobatus djiddensis,5503,Elasmobranchii,Rhinopristiformes,Rhinidae
Rhynchobatus laevis,57375,Elasmobranchii,Rhinopristiformes,Rhinidae
Rhynchobatus springeri,65550,Elasmobranchii,Rhinopristiformes,Rhinidae
Rhinobatos borneensis,68221,Elasmobranchii,Rhinopristiformes,Rhinobatidae
Rhinobatos thouiniana,62788,Elasmobranchii,Rhinopristiformes,Rhinobatidae
Rhinoptera javanica,7971,Elasmobranchii,Myliobatiformes,Rhinopteridae
Rhinoptera jayakari,27176,Elasmobranchii,Myliobatiformes,Rhinopteridae
Oncorhynchus mykiss,239,Teleostei,Salmoniformes,Salmonidae
Samaris cristatus,8290,Teleostei,Pleuronectiformes,Samaridae
Scatophagus argus,4698,Teleostei,Acanthuriformes,Scatophagidae
Aspericorvina jubata,11984,Teleostei,Eupercaria/misc,Sciaenidae
Atrobucca kyushini,15219,Teleostei,Eupercaria/misc,Sciaenidae
Bahaba polykladiskos,15220,Teleostei,Eupercaria/misc,Sciaenidae
Boesemania microlepis,15224,Teleostei,Eupercaria/misc,Sciaenidae
Chrysochir aurea,8308,Teleostei,Eupercaria/misc,Sciaenidae
Daysciaena albida,12049,Teleostei,Eupercaria/misc,Sciaenidae
Dendrophysa russelii,4560,Teleostei,Eupercaria/misc,Sciaenidae
Johnius amblycephalus,7785,Teleostei,Eupercaria/misc,Sciaenidae
Johnius belangerii,5520,Teleostei,Eupercaria/misc,Sciaenidae
Johnius borneensis,15263,Teleostei,Eupercaria/misc,Sciaenidae
Johnius cantori,15916,Teleostei,Eupercaria/misc,Sciaenidae
Johnius carouna,15236,Teleostei,Eupercaria/misc,Sciaenidae
Johnius carutta,4647,Teleostei,Eupercaria/misc,Sciaenidae
Johnius coitor,10544,Teleostei,Eupercaria/misc,Sciaenidae
Johnius dussumieri,6530,Teleostei,Eupercaria/misc,Sciaenidae
Johnius heterolepis,15244,Teleostei,Eupercaria/misc,Sciaenidae
Johnius macropterus,10348,Teleostei,Eupercaria/misc,Sciaenidae
Johnius macrorhynus,15249,Teleostei,Eupercaria/misc,Sciaenidae
Johnius plagiostoma,15448,Teleostei,Eupercaria/misc,Sciaenidae
Johnius sasakii,70777,Teleostei,Eupercaria/misc,Sciaenidae
Johnius trachycephalus,12051,Teleostei,Eupercaria/misc,Sciaenidae
Johnius weberi,15259,Teleostei,Eupercaria/misc,Sciaenidae
Larimichthys polyactis,416,Teleostei,Eupercaria/misc,Sciaenidae
Nibea maculata,11003,Teleostei,Eupercaria/misc,Sciaenidae
Nibea soldado,8309,Teleostei,Eupercaria/misc,Sciaenidae
Otolithes ruber,4824,Teleostei,Eupercaria/misc,Sciaenidae
Otolithoides biauritus,4570,Teleostei,Eupercaria/misc,Sciaenidae
Otolithoides pama,12056,Teleostei,Eupercaria/misc,Sciaenidae
Panna microdon,8310,Teleostei,Eupercaria/misc,Sciaenidae
Panna perarmata,15459,Teleostei,Eupercaria/misc,Sciaenidae
Paranibea semiluctuosa,8311,Teleostei,Eupercaria/misc,Sciaenidae
Pennahia aneus,13664,Teleostei,Eupercaria/misc,Sciaenidae
Pennahia argentata,434,Teleostei,Eupercaria/misc,Sciaenidae
Pennahia macrocephalus,8321,Teleostei,Eupercaria/misc,Sciaenidae
Protonibea diacanthus,4571,Teleostei,Eupercaria/misc,Sciaenidae
Pseudolarimichthys terengganui,70157,Teleostei,Eupercaria/misc,Sciaenidae
Pterotolithus lateoides,8391,Teleostei,Eupercaria/misc,Sciaenidae
Pterotolithus maculatus,8393,Teleostei,Eupercaria/misc,Sciaenidae
Sonorolux fluminis,15479,Teleostei,Eupercaria/misc,Sciaenidae
Acanthocybium solandri,89,Teleostei,Scombriformes,Scombridae
Auxis rochei,93,Teleostei,Scombriformes,Scombridae
Auxis thazard,94,Teleostei,Scombriformes,Scombridae
Euthynnus affinis,96,Teleostei,Scombriformes,Scombridae
Grammatorcynus bilineatus,104,Teleostei,Scombriformes,Scombridae
Katsuwonus pelamis,107,Teleostei,Scombriformes,Scombridae
Rastrelliger brachysoma,109,Teleostei,Scombriformes,Scombridae
Rastrelliger faughni,110,Teleostei,Scombriformes,Scombridae
Rastrelliger kanagurta,111,Teleostei,Scombriformes,Scombridae
Sarda orientalis,114,Teleostei,Scombriformes,Scombridae
Scomber australasicus,116,Teleostei,Scombriformes,Scombridae
Scomberomorus commerson,121,Teleostei,Scombriformes,Scombridae
Scomberomorus guttatus,123,Teleostei,Scombriformes,Scombridae
Scomberomorus koreanus,124,Teleostei,Scombriformes,Scombridae
Scomberomorus lineolatus,125,Teleostei,Scombriformes,Scombridae
Thunnus alalunga,142,Teleostei,Scombriformes,Scombridae
Thunnus albacares,143,Teleostei,Scombriformes,Scombridae
Thunnus obesus,146,Teleostei,Scombriformes,Scombridae
Thunnus tonggol,148,Teleostei,Scombriformes,Scombridae
Brachypterois serrulata,9203,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Dendrochirus zebra,5828,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Nemapterois biocellatus,5827,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Neochirus bella,8241,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Neochirus brachyptera,4912,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Neomerinthe amplisquamiceps,11662,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Parascorpaena picta,8296,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Pontinus macrocephalus,8280,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Pterois russelii,6404,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Pterois volitans,5195,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Scorpaenodes albaiensis,7313,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Scorpaenodes guamensis,5819,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Scorpaenopsis diabolus,4921,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Scorpaenopsis gibbosa,7918,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Scorpaenopsis oxycephala,5822,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Scorpaenopsis ramaraoi,59506,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Taenianotus triacanthus,5824,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae
Cephaloscyllium sarawakense,63780,Elasmobranchii,Carcharhiniformes,Scyliorhinidae
Chelidoperca hirundinacea,8237,Teleostei,Perciformes/Serranoidei,Serranidae
Setarches guentheri,5029,Teleostei,Perciformes/Scorpaenoidei,Setarchidae
Siganus canaliculatus,4456,Teleostei,Acanthuriformes,Siganidae
Siganus corallinus,4611,Teleostei,Acanthuriformes,Siganidae
Siganus fuscescens,4616,Teleostei,Acanthuriformes,Siganidae
Siganus guttatus,4588,Teleostei,Acanthuriformes,Siganidae
Siganus javus,4618,Teleostei,Acanthuriformes,Siganidae
Siganus lineatus,4625,Teleostei,Acanthuriformes,Siganidae
Siganus puellus,4617,Teleostei,Acanthuriformes,Siganidae
Siganus punctatissimus,4620,Teleostei,Acanthuriformes,Siganidae
Siganus punctatus,4621,Teleostei,Acanthuriformes,Siganidae
Siganus stellatus,4622,Teleostei,Acanthuriformes,Siganidae
Siganus sutor,4615,Teleostei,Acanthuriformes,Siganidae
Siganus vermiculatus,4561,Teleostei,Acanthuriformes,Siganidae
Siganus virgatus,4624,Teleostei,Acanthuriformes,Siganidae
Siganus vulpinus,4629,Teleostei,Acanthuriformes,Siganidae
Sillaginopodys chondropus,8006,Teleostei,Eupercaria/misc,Sillaginidae
Sillaginopsis panijus,402,Teleostei,Eupercaria/misc,Sillaginidae
Sillago aeolus,8491,Teleostei,Eupercaria/misc,Sillaginidae
Sillago asiatica,8496,Teleostei,Eupercaria/misc,Sillaginidae
Sillago maculata,7925,Teleostei,Eupercaria/misc,Sillaginidae
Sillago sihama,4544,Teleostei,Eupercaria/misc,Sillaginidae
Sillago vincenti,8319,Teleostei,Eupercaria/misc,Sillaginidae
Belodontichthys dinema,23087,Teleostei,Siluriformes,Siluridae
Ceratoglanis scleronema,16136,Teleostei,Siluriformes,Siluridae
Kryptopterus baramensis,59736,Teleostei,Siluriformes,Siluridae
Kryptopterus bicirrhis,10920,Teleostei,Siluriformes,Siluridae
Kryptopterus cryptopterus,16139,Teleostei,Siluriformes,Siluridae
Kryptopterus lais,23092,Teleostei,Siluriformes,Siluridae
Kryptopterus limpok,23093,Teleostei,Siluriformes,Siluridae
Kryptopterus macrocephalus,11991,Teleostei,Siluriformes,Siluridae
Kryptopterus sabanus,23109,Teleostei,Siluriformes,Siluridae
Micronema hexapterus,23098,Teleostei,Siluriformes,Siluridae
Micronema platypogon,61547,Teleostei,Siluriformes,Siluridae
Ompok eugeneiatus,23106,Teleostei,Siluriformes,Siluridae
Ompok fumidus,58684,Teleostei,Siluriformes,Siluridae
Ompok hypophthalmus,23107,Teleostei,Siluriformes,Siluridae
Ompok jaynei,58683,Teleostei,Siluriformes,Siluridae
Ompok leiacanthus,23108,Teleostei,Siluriformes,Siluridae
Ompok rhadinurus,62013,Teleostei,Siluriformes,Siluridae
Ompok siluroides,66246,Teleostei,Siluriformes,Siluridae
Phalacronotus apogon,16143,Teleostei,Siluriformes,Siluridae
Phalacronotus micronemus,23096,Teleostei,Siluriformes,Siluridae
Phalacronotus parvanalis,23103,Teleostei,Siluriformes,Siluridae
Pterocryptis cochinchinensis,14488,Teleostei,Siluriformes,Siluridae
Pterocryptis furnessi,23111,Teleostei,Siluriformes,Siluridae
Silurichthys hasseltii,23113,Teleostei,Siluriformes,Siluridae
Silurichthys indragiriensis,55211,Teleostei,Siluriformes,Siluridae
Silurichthys marmoratus,55212,Teleostei,Siluriformes,Siluridae
Silurichthys phaiosoma,23115,Teleostei,Siluriformes,Siluridae
Silurichthys schneideri,23116,Teleostei,Siluriformes,Siluridae
Wallago attu,10243,Teleostei,Siluriformes,Siluridae
Wallago leerii,10314,Teleostei,Siluriformes,Siluridae
Wallago maculatus,27260,Teleostei,Siluriformes,Siluridae
Bagarius bagarius,12006,Teleostei,Siluriformes,Sisoridae
Bagarius lica,23314,Teleostei,Siluriformes,Sisoridae
Glyptothorax laosensis,26760,Teleostei,Siluriformes,Sisoridae
Glyptothorax major,23319,Teleostei,Siluriformes,Sisoridae
Glyptothorax platypogon,23320,Teleostei,Siluriformes,Sisoridae
Glyptothorax platypogonides,23322,Teleostei,Siluriformes,Sisoridae
Glyptothorax siamensis,62706,Teleostei,Siluriformes,Sisoridae
Achiroides leucorhynchos,25162,Teleostei,Pleuronectiformes,Soleidae
Achiroides melanorhynchus,25164,Teleostei,Pleuronectiformes,Soleidae
Aseraggodes senoui,63918,Teleostei,Pleuronectiformes,Soleidae
Brachirus macrolepis,60535,Teleostei,Pleuronectiformes,Soleidae
Brachirus orientalis,8312,Teleostei,Pleuronectiformes,Soleidae
Brachirus panoides,25167,Teleostei,Pleuronectiformes,Soleidae
Liachirus melanospilos,8323,Teleostei,Pleuronectiformes,Soleidae
Pardachirus pavoninus,8271,Teleostei,Pleuronectiformes,Soleidae
Typhlachirus lipophthalmus,69697,Teleostei,Pleuronectiformes,Soleidae
Zebrias altipinnis,58958,Teleostei,Pleuronectiformes,Soleidae
Zebrias quagga,8194,Teleostei,Pleuronectiformes,Soleidae
Solenostomus paegnius,66889,Teleostei,Syngnathiformes,Solenostomidae
Solenostomus paradoxus,7312,Teleostei,Syngnathiformes,Solenostomidae
Acanthopagrus berda,5526,Teleostei,Eupercaria/misc,Sparidae
Acanthopagrus pacificus,65896,Teleostei,Eupercaria/misc,Sparidae
Argyrops bleekeri,8103,Teleostei,Eupercaria/misc,Sparidae
Argyrops spinifer,442,Teleostei,Eupercaria/misc,Sparidae
Dentex angolensis,440,Teleostei,Eupercaria/misc,Sparidae
Rhabdosargus sarba,5368,Teleostei,Eupercaria/misc,Sparidae
Sphyraena barracuda,1235,Teleostei,Carangaria/misc,Sphyraenidae
Sphyraena flavicauda,7937,Teleostei,Carangaria/misc,Sphyraenidae
Sphyraena forsteri,5734,Teleostei,Carangaria/misc,Sphyraenidae
Sphyraena jello,4827,Teleostei,Carangaria/misc,Sphyraenidae
Sphyraena obtusata,4493,Teleostei,Carangaria/misc,Sphyraenidae
Sphyraena putnamae,7938,Teleostei,Carangaria/misc,Sphyraenidae
Sphyraena qenie,7939,Teleostei,Carangaria/misc,Sphyraenidae
Eusphyra blochii,908,Elasmobranchii,Carcharhiniformes,Sphyrnidae
Sphyrna lewini,912,Elasmobranchii,Carcharhiniformes,Sphyrnidae
Sphyrna mokarran,914,Elasmobranchii,Carcharhiniformes,Sphyrnidae
Sphyrna zygaena,917,Elasmobranchii,Carcharhiniformes,Sphyrnidae
Spratelloides delicatulus,1457,Teleostei,Clupeiformes,Spratelloididae
Spratelloides gracilis,1458,Teleostei,Clupeiformes,Spratelloididae
Squalus japonicus,710,Elasmobranchii,Squaliformes,Squalidae
Stegostoma tigrinum,5374,Elasmobranchii,Orectolobiformes,Stegostomatidae
Pampus argenteus,491,Teleostei,Scombriformes,Stromateidae
Pampus chinensis,8187,Teleostei,Scombriformes,Stromateidae
Pampus cinereus,69458,Teleostei,Scombriformes,Stromateidae
Sundadanio axelrodi,10349,Teleostei,Cypriniformes,Sundadanionidae
Sundadanio margarition,66355,Teleostei,Cypriniformes,Sundadanionidae
Parascombrops philippinensis,10338,Teleostei,Acropomatiformes,Synagropidae
Choridactylus multibarbus,6387,Teleostei,Perciformes/Scorpaenoidei,Synanceiidae
Inimicus cuvieri,10637,Teleostei,Perciformes/Scorpaenoidei,Synanceiidae
Inimicus didactylus,5826,Teleostei,Perciformes/Scorpaenoidei,Synanceiidae
Leptosynanceia asteroblepa,24790,Teleostei,Perciformes/Scorpaenoidei,Synanceiidae
Minous monodactylus,6388,Teleostei,Perciformes/Scorpaenoidei,Synanceiidae
Minous quincarinatus,8264,Teleostei,Perciformes/Scorpaenoidei,Synanceiidae
Minous trachycephalus,11661,Teleostei,Perciformes/Scorpaenoidei,Synanceiidae
Synanceia quinque,69496,Teleostei,Perciformes/Scorpaenoidei,Synanceiidae
Trachicephalus uranoscopus,59086,Teleostei,Perciformes/Scorpaenoidei,Synanceiidae
Macrotrema caligans,53016,Teleostei,Synbranchiformes,Synbranchidae
Monopterus albus,4663,Teleostei,Synbranchiformes,Synbranchidae
Ophisternon bengalense,22496,Teleostei,Synbranchiformes,Synbranchidae
Choeroichthys brachysoma,5958,Teleostei,Syngnathiformes,Syngnathidae
Doryichthys boaja,11773,Teleostei,Syngnathiformes,Syngnathidae
Doryichthys martensii,11807,Teleostei,Syngnathiformes,Syngnathidae
Doryrhamphus negrosensis,5971,Teleostei,Syngnathiformes,Syngnathidae
Halicampus nitidus,5976,Teleostei,Syngnathiformes,Syngnathidae
Hippichthys cyanospilos,7728,Teleostei,Syngnathiformes,Syngnathidae
Hippocampus barbouri,53789,Teleostei,Syngnathiformes,Syngnathidae
Hippocampus bargibanti,53790,Teleostei,Syngnathiformes,Syngnathidae
Hippocampus comes,53792,Teleostei,Syngnathiformes,Syngnathidae
Hippocampus denise,60329,Teleostei,Syngnathiformes,Syngnathidae
Hippocampus histrix,5954,Teleostei,Syngnathiformes,Syngnathidae
Hippocampus kelloggi,53815,Teleostei,Syngnathiformes,Syngnathidae
Hippocampus kuda,5955,Teleostei,Syngnathiformes,Syngnathidae
Hippocampus mohnikei,53911,Teleostei,Syngnathiformes,Syngnathidae
Hippocampus pontohi,64800,Teleostei,Syngnathiformes,Syngnathidae
Hippocampus satomiae,64802,Teleostei,Syngnathiformes,Syngnathidae
Hippocampus spinosissimus,25974,Teleostei,Syngnathiformes,Syngnathidae
Hippocampus trimaculatus,22816,Teleostei,Syngnathiformes,Syngnathidae
Ichthyocampus carce,11808,Teleostei,Syngnathiformes,Syngnathidae
Micrognathus micronotopterus,7730,Teleostei,Syngnathiformes,Syngnathidae
Microphis deokhatoides,11775,Teleostei,Syngnathiformes,Syngnathidae
Phoxocampus belcheri,7742,Teleostei,Syngnathiformes,Syngnathidae
Phoxocampus diacanthus,5979,Teleostei,Syngnathiformes,Syngnathidae
Solegnathus lettiensis,8329,Teleostei,Syngnathiformes,Syngnathidae
Harpadon nehereus,260,Teleostei,Aulopiformes,Synodontidae
Saurida argentea,59118,Teleostei,Aulopiformes,Synodontidae
Saurida elongata,4764,Teleostei,Aulopiformes,Synodontidae
Saurida longimanus,4828,Teleostei,Aulopiformes,Synodontidae
Saurida micropectoralis,4467,Teleostei,Aulopiformes,Synodontidae
Saurida tumbil,6479,Teleostei,Aulopiformes,Synodontidae
Saurida undosquamis,1055,Teleostei,Aulopiformes,Synodontidae
Synodus macrops,8299,Teleostei,Aulopiformes,Synodontidae
Synodus rubromarmoratus,10706,Teleostei,Aulopiformes,Synodontidae
Synodus variegatus,5398,Teleostei,Aulopiformes,Synodontidae
Trachinocephalus trachinus,69559,Teleostei,Aulopiformes,Synodontidae
Pelates quadrilineatus,7945,Teleostei,Centrarchiformes,Terapontidae
Terapon jarbua,4458,Teleostei,Centrarchiformes,Terapontidae
Terapon puta,7946,Teleostei,Centrarchiformes,Terapontidae
Terapon theraps,4829,Teleostei,Centrarchiformes,Terapontidae
Arothron carduus,55071,Teleostei,Tetraodontiformes,Tetraodontidae
Arothron immaculatus,7188,Teleostei,Tetraodontiformes,Tetraodontidae
Arothron reticularis,6594,Teleostei,Tetraodontiformes,Tetraodontidae
Arothron stellatus,6526,Teleostei,Tetraodontiformes,Tetraodontidae
Auriglobus modestus,25171,Teleostei,Tetraodontiformes,Tetraodontidae
Auriglobus nefastus,25172,Teleostei,Tetraodontiformes,Tetraodontidae
Auriglobus remotus,25173,Teleostei,Tetraodontiformes,Tetraodontidae
Canthigaster compressa,6542,Teleostei,Tetraodontiformes,Tetraodontidae
Canthigaster epilampra,7846,Teleostei,Tetraodontiformes,Tetraodontidae
Canthigaster ocellicincta,12684,Teleostei,Tetraodontiformes,Tetraodontidae
Carinotetraodon borneensis,58204,Teleostei,Tetraodontiformes,Tetraodontidae
Carinotetraodon lorteti,25169,Teleostei,Tetraodontiformes,Tetraodontidae
Carinotetraodon salivator,27253,Teleostei,Tetraodontiformes,Tetraodontidae
Chelonodon patoca,6610,Teleostei,Tetraodontiformes,Tetraodontidae
Dichotomyctere fluviatilis,11270,Teleostei,Tetraodontiformes,Tetraodontidae
Dichotomyctere kretamensis,25178,Teleostei,Tetraodontiformes,Tetraodontidae
Dichotomyctere nigroviridis,7763,Teleostei,Tetraodontiformes,Tetraodontidae
Dichotomyctere ocellatus,25175,Teleostei,Tetraodontiformes,Tetraodontidae
Lagocephalus lunaris,8263,Teleostei,Tetraodontiformes,Tetraodontidae
Lagocephalus sceleratus,4761,Teleostei,Tetraodontiformes,Tetraodontidae
Lagocephalus spadiceus,8180,Teleostei,Tetraodontiformes,Tetraodontidae
Pao leiurus,16134,Teleostei,Tetraodontiformes,Tetraodontidae
Pao palembangensis,25179,Teleostei,Tetraodontiformes,Tetraodontidae
Takifugu oblongus,8301,Teleostei,Tetraodontiformes,Tetraodontidae
Torquigener hypselogeneion,8307,Teleostei,Tetraodontiformes,Tetraodontidae
Tylerius spinosissimus,8072,Teleostei,Tetraodontiformes,Tetraodontidae
Neocentropogon aeglefinus,8186,Teleostei,Perciformes/Scorpaenoidei,Tetrarogidae
Toxotes chatareus,8079,Teleostei,Carangaria/misc,Toxotidae
Toxotes jaculatrix,8229,Teleostei,Carangaria/misc,Toxotidae
Toxotes microlepis,24840,Teleostei,Carangaria/misc,Toxotidae
Pseudotriacanthus strigilifer,8191,Teleostei,Tetraodontiformes,Triacanthidae
Triacanthus biaculeatus,4562,Teleostei,Tetraodontiformes,Triacanthidae
Triacanthus nieuhofii,10570,Teleostei,Tetraodontiformes,Triacanthidae
Tripodichthys blochii,8413,Teleostei,Tetraodontiformes,Triacanthidae
